,IoU,F1,Precision,Recall,TP,TN,FP,FN,Fold,Img_id,Name
84,0.2116357100059916,0.3493388454273026,0.4477600588190553,0.2863884024129208,17661,571910,21782,44007,8,84,pspnet_vgg19
85,0.3605053768626127,0.5299580332331424,0.4541522386246279,0.6361408465086199,37379,551675,44926,21380,8,85,pspnet_vgg19
86,0.3114432654707615,0.4749626212140629,0.4656180377573412,0.4846899630327125,27796,566111,31901,29552,8,86,pspnet_vgg19
87,0.3578428530008698,0.5270755039289375,0.4414952602396709,0.6538115166604863,37026,551890,46839,19605,8,87,pspnet_vgg19
88,0.2901254909644724,0.4497632098526792,0.388116428971417,0.5346913316809744,32575,543081,51356,28348,8,88,pspnet_vgg19
89,0.3557906195276634,0.5248459672211265,0.4042173749395085,0.748096793989352,45105,528586,66481,15188,8,89,pspnet_vgg19
90,0.2965434568485672,0.4574369725629685,0.3318381052469689,0.7360142510612493,38838,524391,78201,13930,9,90,pspnet_vgg19
91,0.2514009946273302,0.4017912654803313,0.2648655235056936,0.8318026855910388,23911,560249,66365,4835,9,91,pspnet_vgg19
92,0.2795255182070943,0.4369205838094937,0.3313251089229001,0.6413103916965278,41521,506819,83797,23223,9,92,pspnet_vgg19
93,0.2210130064428947,0.3620158102766798,0.3354576420173607,0.3931407477357599,18318,572478,36288,28276,9,93,pspnet_vgg19
94,0.3704313128612271,0.5406054420747722,0.4247240826337138,0.7434468524251806,54030,509503,73182,18645,9,94,pspnet_vgg19
95,0.3163095247498164,0.4806005256399486,0.3747473424165294,0.6697942799799298,40047,528753,66817,19743,9,95,pspnet_vgg19
96,0.3274398516803171,0.4933403969540811,0.3866757262333174,0.6812686589222902,46096,514583,73115,21566,9,96,pspnet_vgg19
97,0.3500144183632274,0.5185343409703562,0.4259265757577884,0.6626015372521618,60689,481970,81798,30903,9,97,pspnet_vgg19
98,0.3600755188260433,0.5294934198019305,0.4643448063263983,0.6159064737395484,73809,450378,85144,46029,9,98,pspnet_vgg19
99,0.3242333689485142,0.4896921895359975,0.4027380538384562,0.6245336385547473,56747,480341,84156,34116,9,99,pspnet_vgg19
0,0.2682410500070565,0.423012723023851,0.4088627563459056,0.4381772074079766,11404,612846,16488,14622,0,0,pspnet_resnet34
1,0.2792472607563424,0.4365805881675138,0.4524466617131939,0.4217895752418177,17050,594303,20634,23373,0,1,pspnet_resnet34
2,0.2595114527646622,0.4120827201611029,0.5136314488724127,0.3440595980237461,13301,604106,12595,25358,0,2,pspnet_resnet34
3,0.222210614291684,0.3636208222925036,0.3969950072325136,0.3354228267297457,8508,617072,12923,16857,0,3,pspnet_resnet34
4,0.0,0.0,0.0,0.0,0,620336,0,35024,0,4,pspnet_resnet34
5,0.0368382394485564,0.0710587978856738,0.531810766721044,0.0380729927007299,1304,619962,1148,32946,0,5,pspnet_resnet34
6,0.3044998546088979,0.4668453638121563,0.4131927318641861,0.5365107015229337,41887,517800,59487,36186,0,6,pspnet_resnet34
7,0.1810667511799018,0.3066156099966639,0.5065660196501318,0.2198406755688672,21139,538613,20591,75017,0,7,pspnet_resnet34
8,0.3348494539596807,0.5017036984453752,0.4565421013533154,0.5567810296608501,84810,402082,100956,67512,0,8,pspnet_resnet34
9,0.2263782093053564,0.3691817215727949,0.5843865192206424,0.2698188645603987,39951,478881,28413,108115,0,9,pspnet_resnet34
10,0.2866812971722594,0.4456135296320839,0.556720178532863,0.371476606782592,38667,520482,30788,65423,1,10,pspnet_resnet34
11,0.2715635016551941,0.4271332124611944,0.4492459144645341,0.4070952432528234,41345,503112,50687,60216,1,11,pspnet_resnet34
12,0.3239823483892556,0.4894058425830366,0.5582308814962073,0.4356891403499726,92946,368474,73555,120385,1,12,pspnet_resnet34
13,0.2627994851139808,0.4162172826515849,0.3893631092449899,0.4470500980063218,25316,559028,39703,31313,1,13,pspnet_resnet34
14,0.2868657505285412,0.4458363281651094,0.424485349571241,0.4694489064623749,15197,602384,20604,17175,1,14,pspnet_resnet34
15,0.1988952559369662,0.3317975527086804,0.2725779657177377,0.4238910254528374,14439,582764,38533,19624,1,15,pspnet_resnet34
